cell_type,marker,importance
"platelet,megakaryocyte",TPP2,1.873470344
"platelet,megakaryocyte",SPNS3,1.863472069
"platelet,megakaryocyte",TMOD3,1.859650158
"platelet,megakaryocyte",ARMCX6,1.855488346
"platelet,megakaryocyte",DYM,1.842601365
"platelet,megakaryocyte",PCMTD1,1.839046969
"platelet,megakaryocyte",RAB1B,1.832896746
"platelet,megakaryocyte",FGFR1OP2,1.8208974
"platelet,megakaryocyte",TEX2,1.820858604
"platelet,megakaryocyte",UBAP1,1.805111825
"platelet,megakaryocyte",ACP1,1.804572898
"platelet,megakaryocyte",MBNL1,1.804214423
"platelet,megakaryocyte",UBASH3B,1.79408062
"platelet,megakaryocyte",NRROS,1.782966536
"platelet,megakaryocyte",SORT1,1.780671681
"platelet,megakaryocyte",ARMC7,1.774270977
"platelet,megakaryocyte",TRAPPC2,1.769599001
"platelet,megakaryocyte",SCGB3A2,1.763282859
"platelet,megakaryocyte",PTPN9,1.76076933
"platelet,megakaryocyte",NDUFB9,1.758922511
"platelet,megakaryocyte",ARMCX3,1.758131722
"platelet,megakaryocyte",SFTPC,1.750641626
"platelet,megakaryocyte",FARS2,1.737823563
"platelet,megakaryocyte",MGST1,1.733739661
"platelet,megakaryocyte",CAAP1,1.732001313
"platelet,megakaryocyte",VPS37A,1.712518022
"platelet,megakaryocyte",DNAJC15,1.701403943
"platelet,megakaryocyte",ARHGDIB,1.687903732
"platelet,megakaryocyte",LRMP,1.684421364
"platelet,megakaryocyte",USP10,1.682597367
"platelet,megakaryocyte",RAB6A,1.668842164
"platelet,megakaryocyte",DCTN2,1.65725192
"platelet,megakaryocyte",G6PD,1.640513946
"platelet,megakaryocyte",ADAM9,1.638167312
"platelet,megakaryocyte",ZNF688,1.63212763
"platelet,megakaryocyte",SPG20,1.60652079
"platelet,megakaryocyte",PNP,1.605650829
"platelet,megakaryocyte",KCNA3,1.6041418
"platelet,megakaryocyte",COPA,1.583445819
"platelet,megakaryocyte",RNF8,1.579372499
"platelet,megakaryocyte",TCTA,1.558102574
"platelet,megakaryocyte",WDR13,1.555381024
"platelet,megakaryocyte",AP1G1,1.551541848
"platelet,megakaryocyte",SCD,1.550413718
"platelet,megakaryocyte",TRUB2,1.54993653
"platelet,megakaryocyte",WBP1L,1.541726115
"platelet,megakaryocyte",KCNE3,1.537294181
"platelet,megakaryocyte",XPO7,1.527950198
"platelet,megakaryocyte",CRLS1,1.503672048
"platelet,megakaryocyte",LAMP1,1.485394636
"platelet,megakaryocyte",ZNF580,1.483354909
"platelet,megakaryocyte",BCAP31,1.480682881
"platelet,megakaryocyte",LYN,1.461162035
"platelet,megakaryocyte",AMFR,1.448672138
"platelet,megakaryocyte",YIPF3,1.441250668
"platelet,megakaryocyte",SLC9A3R1,1.43388901
"platelet,megakaryocyte",BANK1,1.432451261
"platelet,megakaryocyte",GPCPD1,1.431053012
"platelet,megakaryocyte",RAB38,1.428732552
"platelet,megakaryocyte",HMGN1,1.419510893
"platelet,megakaryocyte",MXD1,1.408692721
"platelet,megakaryocyte",PKIG,1.394303332
"platelet,megakaryocyte",CCPG1,1.393848044
"platelet,megakaryocyte",UBE2J1,1.390580883
"platelet,megakaryocyte",SMAD2,1.389223742
"platelet,megakaryocyte",GSAP,1.386278399
"platelet,megakaryocyte",TMEM55B,1.383402172
"platelet,megakaryocyte",NQO2,1.365260022
"platelet,megakaryocyte",ANXA7,1.358930598
"platelet,megakaryocyte",TBC1D15,1.35809012
"platelet,megakaryocyte",ZBED5-AS1,1.356011586
"platelet,megakaryocyte",SPIN2B,1.351057373
"platelet,megakaryocyte",IL6ST,1.341700827
"platelet,megakaryocyte",ARHGAP10,1.337896792
"platelet,megakaryocyte",ARF5,1.334415019
"platelet,megakaryocyte",SMS,1.330786442
"platelet,megakaryocyte",ADI1,1.329989084
"platelet,megakaryocyte",LSM12,1.321950231
"platelet,megakaryocyte",AP1S1,1.315815778
"platelet,megakaryocyte",SLC25A17,1.313174595
"platelet,megakaryocyte",BTK,1.302062017
"platelet,megakaryocyte",TBXAS1,1.293158948
"platelet,megakaryocyte",TRAPPC12,1.287269023
"platelet,megakaryocyte",HADH,1.283534442
"platelet,megakaryocyte",POLR2E,1.281561454
"platelet,megakaryocyte",SMIM10L1,1.274056307
"platelet,megakaryocyte",SSFA2,1.266578489
"platelet,megakaryocyte",STX7,1.229081915
"platelet,megakaryocyte",PPP6R3,1.22151728
"platelet,megakaryocyte",TWF2,1.214837791
"platelet,megakaryocyte",ATP1B1,1.208459332
"platelet,megakaryocyte",HNRNPK,1.207054258
"platelet,megakaryocyte",ALDH1A1,1.2061279
"platelet,megakaryocyte",PNKD,1.191892571
"platelet,megakaryocyte",MTSS1,1.185703419
"platelet,megakaryocyte",ATG9A,1.178443488
"platelet,megakaryocyte",PAX8-AS1,1.175019797
"platelet,megakaryocyte",PPP3CB,1.172431644
"platelet,megakaryocyte",THAP11,1.154509484
"platelet,megakaryocyte",CDK17,1.151885074
"platelet,megakaryocyte",FURIN,1.121764276
"platelet,megakaryocyte",ELF1,1.115891063
"platelet,megakaryocyte",PTPN12,1.092974168
"platelet,megakaryocyte",PHKB,1.082477229
"platelet,megakaryocyte",ZSWIM7,1.080277669
"platelet,megakaryocyte",IFT57,1.075100408
"platelet,megakaryocyte",LRBA,1.071491707
"platelet,megakaryocyte",ELK3,1.057788212
"platelet,megakaryocyte",CD40,1.054584034
"platelet,megakaryocyte",FAM134A,1.047651309
"platelet,megakaryocyte",SERPINB6,1.037086072
"platelet,megakaryocyte",KLF9,1.034601
"platelet,megakaryocyte",PDK1,1.018962376
"platelet,megakaryocyte",MAP1LC3B,1.017082601
"platelet,megakaryocyte",NFIC,1.014169786
"platelet,megakaryocyte",OSBPL2,1.014111513
"platelet,megakaryocyte",LRRFIP2,1.008131277
"platelet,megakaryocyte",NUTM2A-AS1,1.005160729
"platelet,megakaryocyte",PTPRA,1.004832548
"platelet,megakaryocyte",PRKAR1A,0.999094842
"platelet,megakaryocyte",CES1,0.989308211
"platelet,megakaryocyte",NDUFS4,0.984745427
"platelet,megakaryocyte",NUPR1,0.975229406
"platelet,megakaryocyte",DRAM1,0.951885053
"platelet,megakaryocyte",SGMS1,0.947365138
"platelet,megakaryocyte",SPTSSA,0.939674596
"platelet,megakaryocyte",ANKRD10,0.934656047
"platelet,megakaryocyte",UBN1,0.933445369
"platelet,megakaryocyte",BET1,0.931474832
"platelet,megakaryocyte",ZFAND2B,0.930215749
"platelet,megakaryocyte",ATP6V1B2,0.919729897
"platelet,megakaryocyte",TOP1,0.913331255
"platelet,megakaryocyte",CCDC28B,0.91039668
"platelet,megakaryocyte",CORO1B,0.905193677
"platelet,megakaryocyte",DEDD,0.896012783
"platelet,megakaryocyte",CRBN,0.895528123
"platelet,megakaryocyte",STAM,0.895213827
"platelet,megakaryocyte",RNF34,0.891355339
"platelet,megakaryocyte",MARK3,0.888056848
"platelet,megakaryocyte",CRYL1,0.885952228
"platelet,megakaryocyte",BEX4,0.879843422
"platelet,megakaryocyte",IQGAP2,0.858732535
"platelet,megakaryocyte",MCEMP1,0.848450738
"platelet,megakaryocyte",SF3A1,0.833686526
"platelet,megakaryocyte",C10orf54,0.832237936
"platelet,megakaryocyte",ARAP1,0.82759019
"platelet,megakaryocyte",TCEA1,0.822076552
"platelet,megakaryocyte",PDCL,0.809582539
"platelet,megakaryocyte",MIF4GD,0.808745728
"platelet,megakaryocyte",SHOC2,0.803911665
"platelet,megakaryocyte",BID,0.801577454
"platelet,megakaryocyte",ADIRF,0.778730653
"platelet,megakaryocyte",ARRDC3,0.775430807
"platelet,megakaryocyte",PCGF5,0.773765699
"platelet,megakaryocyte",RAP1GDS1,0.773099394
"platelet,megakaryocyte",IRF9,0.763721784
"platelet,megakaryocyte",SLC50A1,0.762792234
"platelet,megakaryocyte",SVIP,0.759301206
"platelet,megakaryocyte",VPS41,0.754082761
"platelet,megakaryocyte",ADNP,0.753333213
"platelet,megakaryocyte",C18orf8,0.74943684
"platelet,megakaryocyte",EHD1,0.741197187
"platelet,megakaryocyte",SLC30A5,0.733820851
"platelet,megakaryocyte",GATA2,0.732674762
"platelet,megakaryocyte",GNA15,0.731545829
"platelet,megakaryocyte",TMEM60,0.730894963
"platelet,megakaryocyte",BNIP3L,0.728104234
"platelet,megakaryocyte",LRCH4,0.719717817
"platelet,megakaryocyte",RBM17,0.709394784
"platelet,megakaryocyte",SLC6A6,0.692949282
"platelet,megakaryocyte",EIF1B,0.676251067
"platelet,megakaryocyte",STRAP,0.673528377
"platelet,megakaryocyte",UBE2A,0.669427383
"platelet,megakaryocyte",UBE2G1,0.667551158
"platelet,megakaryocyte",ACD,0.666938579
"platelet,megakaryocyte",RAB1A,0.652887608
"platelet,megakaryocyte",CLINT1,0.647378265
"platelet,megakaryocyte",AQP3,0.646577313
"platelet,megakaryocyte",BLVRB,0.64525861
"platelet,megakaryocyte",HNRNPUL2,0.641167522
"platelet,megakaryocyte",DLST,0.639311337
"platelet,megakaryocyte",GATAD2A,0.638333702
"platelet,megakaryocyte",MMP24-AS1,0.627925476
"platelet,megakaryocyte",C2orf68,0.621866191
"platelet,megakaryocyte",GCHFR,0.620144186
"platelet,megakaryocyte",MECP2,0.615623619
"platelet,megakaryocyte",PSMD11,0.584138693
"platelet,megakaryocyte",NRBP1,0.561219487
"platelet,megakaryocyte",PPP2R5A,0.550649008
"platelet,megakaryocyte",NFATC1,0.550180189
"platelet,megakaryocyte",BIRC2,0.542295369
"platelet,megakaryocyte",CTCF,0.538809428
"platelet,megakaryocyte",DNMT1,0.537815624
"platelet,megakaryocyte",HBP1,0.530617405
"platelet,megakaryocyte",RDX,0.529416747
"platelet,megakaryocyte",YWHAG,0.529058543
"platelet,megakaryocyte",GTF2H5,0.524429235
"platelet,megakaryocyte",LSM14A,0.517510185
"platelet,megakaryocyte",ING3,0.516325334
"platelet,megakaryocyte",FABP4,0.502203236
"platelet,megakaryocyte",TMEM248,0.500226609
"platelet,megakaryocyte",FBXO7,0.499071874
"platelet,megakaryocyte",DBNL,0.48309155
"platelet,megakaryocyte",TMEM70,0.479510011
"platelet,megakaryocyte",MEA1,0.47722796
"platelet,megakaryocyte",DAZAP2,0.474865254
"platelet,megakaryocyte",PCMT1,0.470363595
"platelet,megakaryocyte",PHF20L1,0.427124836
"platelet,megakaryocyte",CTDSP1,0.425484656
"platelet,megakaryocyte",SKAP2,0.413372934
"platelet,megakaryocyte",GTF2B,0.399716102
"platelet,megakaryocyte",GNA13,0.388819945
"platelet,megakaryocyte",ZNF24,0.387649859
"platelet,megakaryocyte",CBX3,0.387495197
"platelet,megakaryocyte",TNFAIP8,0.385954471
"platelet,megakaryocyte",TERF2IP,0.37690379
"platelet,megakaryocyte",SNX9,0.362611066
"platelet,megakaryocyte",FOXO3,0.359484881
"platelet,megakaryocyte",CCL18,0.352680669
"platelet,megakaryocyte",ARMC8,0.352007754
"platelet,megakaryocyte",MBP,0.320261979
"platelet,megakaryocyte",CCNY,0.319579855
"platelet,megakaryocyte",MTHFD2,0.306090267
"platelet,megakaryocyte",MSN,0.295390953
"platelet,megakaryocyte",CTNNB1,0.247998495
"platelet,megakaryocyte",ITGAM,0.161046798
"platelet,megakaryocyte",PRKAG2,0.159092751
"platelet,megakaryocyte",CCM2,0.154325155
"platelet,megakaryocyte",A1BG,0.146499946
"platelet,megakaryocyte",OSTF1,0.123881481
macrophage,FABP4,Inf
macrophage,APOC1,Inf
macrophage,C1QB,Inf
macrophage,MARCO,Inf
macrophage,C1QA,Inf
macrophage,MCEMP1,Inf
macrophage,C1QC,Inf
macrophage,ALDH2,Inf
macrophage,FABP5,Inf
macrophage,LGALS3,Inf
macrophage,FBP1,Inf
macrophage,VSIG4,Inf
macrophage,FN1,Inf
macrophage,ACP5,Inf
macrophage,FTL,Inf
macrophage,GRN,Inf
macrophage,SERPING1,Inf
macrophage,CTSD,Inf
macrophage,GCHFR,Inf
macrophage,MSR1,Inf
macrophage,CD68,Inf
macrophage,OLR1,Inf
macrophage,S100A11,Inf
macrophage,LGALS3BP,Inf
macrophage,MGST3,Inf
macrophage,ANXA2,Inf
macrophage,CYP27A1,Inf
macrophage,TREM1,Inf
macrophage,LPL,Inf
macrophage,CSTB,Inf
macrophage,MRC1,Inf
macrophage,TSPO,Inf
macrophage,GPNMB,Inf
macrophage,PHLDA3,Inf
macrophage,PCOLCE2,Inf
macrophage,GPD1,Inf
macrophage,ANXA5,Inf
macrophage,SERPINA1,Inf
macrophage,APOE,Inf
macrophage,RETN,Inf
macrophage,CES1,Inf
macrophage,DEFB1,307.1427296
macrophage,PPARG,306.5564399
macrophage,LOC101929371,302.485955
macrophage,INHBA,302.3452486
macrophage,S100A13,299.7930305
macrophage,GLDN,297.4811662
macrophage,SCD,293.3868293
macrophage,IFI6,293.0020507
macrophage,GLIPR2,289.7601029
macrophage,PDLIM1,288.2722432
macrophage,BHLHE41,281.7559381
macrophage,GSTO1,279.9733965
macrophage,SNX10,275.4377177
macrophage,FAM89A,274.9359602
macrophage,NUPR1,266.6275021
macrophage,IFI30,266.0073227
macrophage,MME,264.6839643
macrophage,PPIC,262.7173238
macrophage,MS4A4A,262.1806104
macrophage,ABCG1,261.644483
macrophage,CRIP1,261.1520859
macrophage,ARRDC4,260.906118
macrophage,VMO1,259.147972
macrophage,CTSL,255.839504
macrophage,PNPLA6,252.8501339
macrophage,CTSC,251.8268229
macrophage,HSPB1,251.4320997
macrophage,HP,250.8924162
macrophage,CD81,248.9592945
macrophage,DAB2,248.2748444
macrophage,MYL6,247.3558588
macrophage,RMDN3,246.7439239
macrophage,SLCO2B1,244.6791867
macrophage,HNMT,244.4362804
macrophage,MS4A7,242.0365449
macrophage,TXN,241.7671989
macrophage,OASL,241.2551408
macrophage,RGCC,241.2278805
macrophage,CXCL3,238.9676031
macrophage,TREM2,238.9012976
macrophage,AQP3,237.9900311
macrophage,CD163,237.7104979
macrophage,RBP4,237.5221129
macrophage,LINC01272,236.9505271
macrophage,FHL1,234.0088741
macrophage,S100A10,233.1721699
macrophage,SLC11A1,231.8122879
macrophage,TIMP2,231.6463395
macrophage,RAB13,230.8104366
macrophage,SVIL,230.1466747
macrophage,ITGB8,229.9661501
macrophage,PLBD1,229.9572881
macrophage,FTH1,229.4939653
macrophage,LTA4H,228.21675
macrophage,ALDH1A1,227.8458802
macrophage,VAT1,227.6004744
macrophage,PTMS,227.2286123
macrophage,MMP19,227.1501339
macrophage,LOC731424,225.5134046
macrophage,CORO1C,223.0972887
macrophage,COMT,221.7455279
macrophage,CXCL16,221.7108729
macrophage,CTSZ,221.655929
macrophage,NCEH1,221.5540388
macrophage,ADAMTSL4,221.4585913
macrophage,LRP1,218.8493715
macrophage,SGMS2,218.5017586
macrophage,SEPT11,217.8982157
macrophage,CLDN7,217.4543973
macrophage,TGM2,217.3238737
macrophage,NOP10,216.3779448
macrophage,FCGR1A,214.5697143
macrophage,CCL18,213.9647473
macrophage,FCGRT,213.2343906
macrophage,ALOX5AP,212.2018556
macrophage,CYB5A,211.2731119
macrophage,C5AR1,209.6853271
macrophage,ENPP4,209.6557959
macrophage,SCCPDH,209.5537506
macrophage,APIP,209.4246298
macrophage,GPCPD1,208.7657975
macrophage,AGRP,208.2064726
macrophage,LY6E,207.4997472
macrophage,NCF2,206.5522365
macrophage,PTPMT1,206.3463467
macrophage,SLC31A1,205.3481776
macrophage,LAMP2,204.7959205
macrophage,GAA,204.1607827
macrophage,PRDX1,202.9956665
macrophage,ACTN1,202.7792341
macrophage,CSTA,201.4757003
macrophage,QSOX1,200.2404609
macrophage,SIRPA,200.16585
macrophage,MGST1,199.9018678
macrophage,CYBB,198.9718291
macrophage,CREG1,198.4372358
macrophage,S100A6,198.2149923
macrophage,AMIGO2,197.5268852
macrophage,TUBB6,196.6519647
macrophage,SPI1,196.5634999
macrophage,CD9,196.4693391
macrophage,CTSB,196.4020028
macrophage,OSCAR,196.2537747
macrophage,GLRX,196.0877837
macrophage,SORT1,195.5115173
macrophage,CAPG,194.2335282
macrophage,SLC31A2,194.1498974
macrophage,HLA-DRB1,193.8445047
macrophage,ACVRL1,193.1958241
macrophage,TFRC,192.361724
macrophage,TUBA1C,191.5187565
macrophage,PILRA,191.3898638
macrophage,HLA-DRA,191.379508
macrophage,PLA2G16,189.7464785
macrophage,ALOX5,188.9613711
macrophage,AKR1C3,188.7749516
macrophage,MACC1,188.75069
macrophage,SLC7A7,188.6433803
macrophage,PLXDC2,188.4399432
macrophage,CLIC4,188.372681
macrophage,RND3,187.8649884
macrophage,SMCO4,187.7606355
macrophage,CD151,187.3357769
macrophage,LYZ,187.097206
macrophage,AXL,186.6168097
macrophage,BRI3,186.6144584
macrophage,ACO1,186.2727793
macrophage,TCF7L2,186.1811285
macrophage,HCK,185.9388505
macrophage,PDXK,185.516976
macrophage,RAB31,185.0248527
macrophage,ATP1B1,184.9045072
macrophage,COPRS,184.3097647
macrophage,PGD,184.0082174
macrophage,SLC15A3,183.7677876
macrophage,STXBP2,183.4435197
macrophage,CFD,183.3905606
macrophage,CPE,182.9335642
macrophage,GRINA,182.8474629
macrophage,FPR1,181.9902218
macrophage,TNNI2,180.9682434
macrophage,FUOM,180.4845934
macrophage,PECAM1,180.4306396
macrophage,DUSP23,180.0250548
macrophage,TRPV2,179.4573073
macrophage,CXCL5,179.3424059
macrophage,HEXB,179.2547374
macrophage,UBASH3B,179.1603119
macrophage,STAC,179.1065448
macrophage,KCNA3,178.852079
macrophage,DNASE2,178.5697542
macrophage,MT1L,178.515333
macrophage,MCOLN1,178.4199814
macrophage,FCGR3A,178.3842825
macrophage,FCER1G,178.3565939
macrophage,FPR2,178.3180638
macrophage,GGA2,177.6614348
macrophage,HLA-DRB5,177.4896315
macrophage,CNIH4,177.082041
macrophage,RAC1,176.7614065
macrophage,MPHOSPH6,176.6806568
macrophage,ARHGAP18,176.4636847
macrophage,LRPAP1,175.9593556
macrophage,FCGR2A,175.8422063
macrophage,TMEM53,175.3102233
macrophage,UBE2E2,174.9576298
macrophage,AGPAT2,174.5814346
macrophage,IFIT3,174.1380897
macrophage,TUBA1B,173.7351664
macrophage,CISD3,172.8345287
macrophage,MLPH,172.7326189
macrophage,TCEAL4,172.6411307
macrophage,CD58,172.3652028
macrophage,TFPT,172.3095672
macrophage,ANPEP,172.1611031
macrophage,MNDA,171.5273634
macrophage,LGALS9,170.7458153
macrophage,HLA-DMB,170.4103295
macrophage,SPATS2L,170.1582414
macrophage,POR,169.7646947
macrophage,DPYSL2,169.3567391
macrophage,GPX4,169.3051123
macrophage,LINC00998,169.1096374
macrophage,GM2A,168.8731594
macrophage,COLGALT1,168.6547994
macrophage,GSN,168.3051194
macrophage,ZBTB8OS,167.6000814
macrophage,LY86,167.5447597
macrophage,TMSB4X,166.7994249
macrophage,SLC27A3,166.7693545
macrophage,TYROBP,166.6590252
macrophage,ATP6V1B2,166.5652949
macrophage,CCL23,166.2094394
macrophage,IGSF6,165.6332283
macrophage,STX12,165.527074
macrophage,TGFBI,165.3464675
macrophage,PLSCR1,165.1496876
macrophage,LAIR1,164.4068299
macrophage,ENG,164.3662783
macrophage,PDLIM7,164.2089774
macrophage,TSPAN3,164.0698192
macrophage,CCRL2,163.8796659
macrophage,RHOB,163.4818696
macrophage,BLVRA,163.4109839
macrophage,TMED5,162.7610306
macrophage,SQRDL,162.3829836
macrophage,SLC43A2,161.9298335
macrophage,SDC4,161.7845917
macrophage,ABHD5,161.7072191
macrophage,DLD,161.6547867
macrophage,HCFC1R1,161.5329561
macrophage,HLA-DQA1,161.522905
macrophage,ATP6V1F,161.1986966
macrophage,GNS,160.9178833
macrophage,ZDHHC3,160.8619885
macrophage,COA6,160.8385303
macrophage,VKORC1,160.7533132
macrophage,AVPI1,160.4316573
macrophage,CD59,160.3865462
macrophage,HLA-DQB1,160.1744924
macrophage,PTTG1IP,160.1720637
macrophage,RSU1,160.102441
macrophage,LACTB,159.9042364
macrophage,PLAUR,159.7568948
macrophage,HLA-DMA,159.74963
macrophage,ACER3,159.7243138
macrophage,CD63,159.6938864
macrophage,HLA-DRB6,159.5995264
macrophage,LY96,159.5325958
macrophage,CTSH,159.5249868
macrophage,FOLR3,159.3813453
macrophage,ATP6V0B,159.3697081
macrophage,ADTRP,159.3438158
macrophage,C2,159.3177838
macrophage,ATP6V1D,159.2039233
macrophage,DCTN6,159.0595756
macrophage,AQP9,158.5245587
macrophage,HSD3B7,158.3884075
macrophage,MRPL13,158.2815347
macrophage,PLEKHB2,157.9594246
macrophage,FLVCR2,157.8852888
macrophage,VAMP3,157.8159342
macrophage,CYB5R3,157.4117365
macrophage,CCDC88A,157.1464595
macrophage,AOC3,156.9501504
macrophage,ROGDI,156.7129315
macrophage,SIGLEC1,156.6239309
macrophage,ACAA2,156.4655486
macrophage,YWHAG,156.4043512
macrophage,ACOT4,156.2108036
macrophage,ATP6AP1,156.0761198
macrophage,GTF2H5,156.0200305
macrophage,ACOT7,155.9259536
macrophage,H2AFJ,155.9149953
macrophage,HEXA,155.8300368
macrophage,ACSL1,155.5958459
macrophage,LEPROT,155.2491486
macrophage,ANXA4,155.220051
macrophage,CD300LF,155.023045
macrophage,CD74,154.9156374
macrophage,VAMP8,154.9133716
macrophage,TCEAL8,154.888452
macrophage,SLC25A24,154.7192126
macrophage,YWHAH,154.6449301
macrophage,PHYH,154.5512934
macrophage,HDDC2,154.4645264
macrophage,MRPL27,154.3185903
macrophage,CDCP1,154.1501808
macrophage,AZI2,153.6649284
macrophage,PSMA6,153.4085663
macrophage,OAS1,153.140312
macrophage,PSMD14,153.0370657
macrophage,LAP3,152.9986485
macrophage,FAM3B,152.830759
macrophage,OPN3,152.6866805
macrophage,UPP1,152.5808876
macrophage,IL1B,152.4557701
macrophage,CTNNA1,152.4312724
macrophage,EIF4EBP1,152.3783965
macrophage,NUS1,152.3455776
macrophage,EDEM2,151.6023563
macrophage,HTATIP2,151.5587165
macrophage,RAB10,151.5215266
macrophage,PTPN12,151.3492525
macrophage,SPG21,151.0935228
macrophage,GLUL,150.9074355
macrophage,KYNU,150.8476962
macrophage,NQO2,150.8051715
macrophage,AIF1,150.7594167
macrophage,PDCD6IP,150.6649521
macrophage,SCARB2,150.3862168
macrophage,OTUD1,150.1921708
macrophage,DYNLL1,149.9939514
macrophage,RTN4,149.9630846
macrophage,DSE,149.7907302
macrophage,ETHE1,149.6939393
macrophage,CBR1,149.2645509
macrophage,C3AR1,149.2394704
macrophage,PAPSS1,149.1442839
macrophage,MYD88,149.1382197
macrophage,BCL2A1,149.0755369
macrophage,TXNDC17,148.7818957
macrophage,DRAM1,148.680384
macrophage,RTN3,148.5640784
macrophage,ATOX1,148.5324275
